id,web_name,team,value,minutes,goals_scored,assists,clean_sheets,bonus,form,threat,influence,creativity,xG,xA,selected_by_percent,points_per_game,total_points,FDR,next_gameweek_points
430,Dennis,16,49,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.2,0.0,0,1,0.0
431,Dominguez,16,48,1116,0,0,3,0,1.2,131.0,205.8,129.5,1.22,0.89,0.0,1.3,27,1,1.3
432,Elanga,16,53,1455,3,8,8,7,6.0,341.0,379.0,476.6,2.58,3.39,6.5,3.8,92,1,3.8
433,Gibbs-White,16,65,1571,5,6,9,12,6.0,440.0,431.0,490.8,3.39,3.69,4.9,4.8,95,3,4.8
434,Hudson-Odoi,16,52,1525,3,3,8,3,2.0,266.0,300.4,484.5,1.92,1.84,1.0,3.5,70,2,3.5
435,Mighten,16,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
436,Murillo,16,47,2028,1,0,9,11,2.2,140.0,579.4,152.4,1.08,0.89,3.7,3.7,86,2,3.7
437,N.Williams,16,44,1328,1,1,7,2,4.0,154.0,315.8,129.6,1.50,0.51,2.2,3.2,67,3,3.2
438,O.Richards,16,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
439,O'Brien,16,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
440,Omobamidele,16,42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
441,Panzo,16,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
442,Sangaré,16,43,220,0,1,1,0,1.0,21.0,54.0,26.6,0.02,0.06,1.0,2.0,8,2,2.0
443,Sels,16,50,2160,0,1,10,9,3.2,0.0,593.2,0.1,0.00,0.06,17.9,4.5,107,2,4.5
444,Toffolo,16,42,45,0,0,0,0,0.0,6.0,18.2,3.3,0.02,0.01,0.1,1.0,3,3,1.0
446,Ui-jo,16,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.9,0.0,0,2,0.0
447,Wood,16,71,1914,17,2,11,34,10.0,657.0,660.0,176.9,10.17,0.36,43.2,6.4,154,1,6.4
448,Worrall,16,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
449,Yates,16,49,1451,1,1,5,3,0.8,194.0,212.4,171.1,1.74,0.40,0.1,2.1,46,2,2.1
573,Milenković,16,48,2070,2,1,10,1,2.2,237.0,425.8,50.1,3.10,0.52,8.3,4.0,92,4,4.0
596,Jota Silva,16,59,694,1,2,1,0,2.2,153.0,144.2,169.5,1.01,1.81,0.1,1.5,35,2,1.5
620,Sosa,16,55,229,1,0,1,0,0.2,94.0,77.2,88.0,1.04,0.30,0.1,1.4,20,2,1.4
653,Morato,16,45,523,0,0,3,2,1.8,5.0,140.2,4.1,0.10,0.01,0.1,1.9,32,4,1.9
706,Abbott,16,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
721,Hennessey,16,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
747,Nuno,16,11,0,0,0,0,0,7.5,0.0,0.0,0.0,0.00,0.00,1.7,0.0,15,3,0.0
14,Ramsdale,17,44,1440,0,0,2,5,1.8,0.0,492.4,0.0,0.00,0.03,1.2,3.1,49,4,3.1
27,Archer,17,50,1036,2,0,1,4,0.5,274.0,95.6,58.2,4.42,0.53,1.4,1.9,40,1,1.9
188,Ugochukwu,17,44,741,0,1,0,0,2.2,25.0,128.4,85.8,0.33,0.20,0.4,1.4,20,4,1.4
397,Fraser,17,48,303,0,0,0,0,0.2,13.0,35.8,26.8,0.02,0.10,0.0,0.9,7,2,0.9
451,Amo-Ameyaw,17,44,26,0,0,0,0,0.0,6.0,4.0,16.1,0.02,0.13,0.1,0.5,1,3,0.5
452,Aribo,17,49,1460,3,0,1,6,4.0,220.0,289.8,243.5,2.54,1.13,0.1,2.5,57,3,2.5
453,Armstrong,17,51,1246,2,3,2,2,0.8,262.0,154.4,143.7,3.28,0.56,0.9,2.2,45,4,2.2
454,Bazunu,17,43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,4,0.0
455,Bednarek,17,40,1782,2,0,2,2,4.2,67.0,559.0,63.3,0.65,0.78,3.0,2.2,44,4,2.2
456,Bella-Kotchap,17,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.4,0.0,0,1,0.0
457,Bree,17,39,661,0,1,0,0,2.0,39.0,149.8,139.6,0.09,0.52,0.4,1.3,14,4,1.3
458,Charles,17,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
459,Edozie,17,49,64,0,0,0,0,0.0,22.0,9.8,19.0,0.00,0.15,0.0,0.5,1,1,0.5
460,Edwards,17,39,12,0,0,0,0,0.0,0.0,5.0,0.1,0.00,0.00,0.3,1.0,1,4,1.0
461,Harwood-Bellis,17,40,1894,1,0,2,2,1.0,173.0,503.4,167.3,1.55,0.50,6.8,1.7,39,2,1.7
462,Kamaldeen,17,50,298,0,1,0,0,1.8,72.0,35.6,31.3,0.38,0.17,0.0,1.3,16,1,1.3
463,Lallana,17,50,333,0,2,0,1,0.5,21.0,78.0,82.2,0.15,0.48,0.0,1.2,16,3,1.2
464,Larios,17,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,2,0.0
465,Lis,17,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,1,0.0
466,Lumley,17,40,270,0,0,0,0,0.0,0.0,102.2,0.0,0.00,0.00,0.6,2.7,8,2,2.7
467,Manning,17,43,760,0,1,0,0,0.2,47.0,156.8,240.8,0.14,1.59,0.1,1.2,15,3,1.2
468,Mara,17,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
469,McCarthy,17,43,450,0,0,0,0,0.5,0.0,166.4,0.0,0.00,0.00,0.1,2.4,12,1,2.4
470,Onuachu,17,49,538,2,0,0,1,3.8,248.0,111.6,74.0,1.67,0.14,0.3,1.9,26,4,1.9
471,Smallbone,17,50,316,0,0,0,0,1.0,32.0,28.6,59.2,0.31,0.54,0.0,1.2,10,2,1.2
472,Stephens,17,40,803,0,0,1,2,0.2,17.0,127.4,51.6,0.28,0.20,0.4,1.0,11,3,1.0
473,Stewart,17,44,130,0,0,0,0,0.0,9.0,5.8,6.7,0.17,0.02,2.1,0.8,3,4,0.8
474,Sugawara,17,42,1160,1,1,2,0,0.5,79.0,246.6,250.6,0.37,1.81,0.2,1.7,36,2,1.7
475,Taylor,17,39,263,0,0,0,0,0.0,2.0,72.6,26.5,0.00,0.10,4.2,0.7,5,2,0.7
476,Walker-Peters,17,43,1960,0,2,2,3,1.0,180.0,357.4,309.6,0.49,2.03,0.3,1.8,40,2,1.8
477,Wood,17,40,577,0,0,1,2,0.0,14.0,93.6,18.9,0.23,0.04,1.2,1.6,13,4,1.6
515,Cornet,17,47,71,0,0,0,0,0.0,7.0,11.6,3.5,0.16,0.00,0.0,0.5,1,1,0.5
518,Downes,17,47,1431,1,0,2,0,0.0,109.0,199.4,228.7,0.62,1.14,0.0,1.8,32,1,1.8
584,Brereton Díaz,17,48,446,0,0,0,0,0.0,81.0,21.8,63.6,0.90,0.15,0.1,1.3,13,2,1.3
608,Dibling,17,45,1225,2,1,2,4,1.2,227.0,191.2,248.9,2.12,1.10,1.8,2.2,45,2,2.2
623,M.Fernandes,17,50,1740,1,2,4,2,3.0,284.0,320.4,438.0,3.15,2.47,0.1,2.4,52,4,2.4
693,O'Brien-Whitmarsh,17,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
718,Welington,17,40,80,0,0,0,0,0.2,2.0,28.6,39.2,0.00,0.13,0.0,1.0,1,2,1.0
719,Kayi Sanda,17,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
734,Grønbæk,17,50,69,0,0,0,0,1.0,9.0,12.6,1.1,0.12,0.00,0.0,2.0,2,3,2.0
748,Jurić,17,5,0,0,0,0,0,4.5,0.0,0.0,0.0,0.00,0.00,0.1,0.0,9,1,0.0
82,Solanke,18,74,1598,7,5,3,6,0.0,581.0,396.2,168.4,8.43,1.08,4.7,4.6,83,3,4.6
478,A.Phillips,18,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.2,0.0,0,3,0.0
479,Austin,18,40,90,0,0,0,0,0.0,0.0,20.0,0.0,0.00,0.00,0.5,1.0,1,2,1.0
480,Bentancur,18,49,865,2,0,2,1,1.2,92.0,194.4,118.4,0.87,0.67,0.1,2.3,32,1,2.3
481,Bergvall,18,44,597,0,0,1,0,1.5,23.0,130.6,118.4,0.24,0.50,1.1,1.2,20,3,1.2
482,Bissouma,18,48,1029,2,0,3,4,1.0,44.0,223.8,107.0,0.44,0.42,0.2,2.3,41,1,2.3
483,Bryan,18,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
484,Davies,18,43,540,0,0,2,0,2.0,8.0,145.4,9.3,0.07,0.17,0.2,2.6,18,4,2.6
485,Devine,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
486,Dragusin,18,43,1250,0,0,2,0,0.5,47.0,256.4,58.1,0.13,0.16,0.2,1.5,24,2,1.5
487,E.Royal,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
488,Forster,18,43,630,0,0,1,0,0.0,0.0,221.0,0.0,0.00,0.00,0.5,2.7,19,3,2.7
489,Gray,18,46,963,0,0,2,0,1.8,11.0,164.8,18.5,0.03,0.09,0.2,1.6,27,4,1.6
490,Højbjerg,18,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
491,Johnson,18,62,1490,7,4,2,7,0.2,614.0,380.2,215.7,8.41,1.18,1.9,4.2,89,4,4.2
492,Kulusevski,18,63,1948,6,4,5,7,4.0,625.0,529.8,765.1,3.54,3.81,5.1,4.0,97,3,4.0
493,Lo Celso,18,49,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
494,Maddison,18,74,1293,8,5,4,12,0.8,424.0,534.2,471.4,4.66,4.49,4.1,4.6,102,2,4.6
495,Pedro Porro,18,54,1986,2,5,5,5,3.5,179.0,593.0,582.3,1.50,2.95,20.3,3.5,83,1,3.5
496,Reguilón,18,42,121,0,0,0,0,0.0,11.0,20.8,20.2,0.07,0.24,0.2,0.3,1,1,0.3
497,Richarlison,18,68,275,2,1,1,0,3.2,116.0,119.8,54.8,1.17,0.58,0.4,2.2,20,2,2.2
498,Romero,18,49,974,1,0,2,2,0.0,140.0,249.6,95.1,1.03,0.74,3.5,2.9,35,2,2.9
499,P.M.Sarr,18,48,1247,2,2,2,1,2.2,151.0,288.2,173.3,2.42,0.50,0.2,2.0,49,4,2.0
500,Scarlett,18,44,11,0,0,0,0,0.2,0.0,0.0,1.0,0.00,0.00,0.2,1.0,1,4,1.0
502,Solomon,18,54,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
503,Son,18,98,1583,6,8,3,12,5.5,521.0,516.2,543.8,5.20,3.90,4.7,5.0,104,4,5.0
504,Spence,18,44,680,0,1,2,3,2.8,28.0,177.0,106.9,0.15,0.61,0.1,2.0,22,3,2.0
505,Udogie,18,48,1430,0,1,2,0,0.0,116.0,248.6,211.3,0.31,1.10,1.4,2.1,37,1,2.1
506,Van de Ven,18,45,788,0,2,2,2,0.0,40.0,161.0,36.6,0.35,0.69,2.5,3.1,28,3,3.1
507,Veliz,18,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
508,Vicario,18,48,1080,0,0,3,1,0.0,0.0,260.4,0.0,0.00,0.00,1.6,3.1,37,1,3.1
509,Werner,18,62,496,0,3,1,2,0.0,113.0,114.4,147.5,1.04,1.54,0.1,1.9,33,2,1.9
510,Whiteman,18,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1.3,0.0,0,4,0.0
609,Lankshear,18,45,10,0,0,0,0,0.2,0.0,0.0,0.0,0.00,0.00,1.4,1.0,3,3,1.0
610,Moore,18,45,180,0,2,0,0,2.2,30.0,23.4,42.7,0.20,0.55,0.2,2.0,14,3,2.0
612,Odobert,18,53,160,0,0,1,0,0.0,42.0,10.0,40.5,0.42,0.08,0.0,2.0,6,1,2.0
683,Olusesi,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
684,Hardy,18,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
689,Williams-Barnett,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
699,Dorrington,18,40,13,0,0,0,0,0.0,0.0,1.0,0.2,0.00,0.00,0.0,1.0,1,3,1.0
700,King,18,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
716,Kinsky,18,45,360,0,0,1,0,3.0,0.0,102.6,10.1,0.00,0.01,0.3,3.0,12,1,3.0
717,Yang,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
729,Ajayi,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
749,Postecoglou,18,11,0,0,0,0,0,5.5,0.0,0.0,0.0,0.00,0.00,0.3,0.0,11,3,0.0
760,Cassanova,18,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
767,Danso,18,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
768,Tel,18,60,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,4,0.0
123,Ferguson,19,55,217,1,0,1,2,0.0,59.0,58.6,36.0,0.57,0.39,0.3,1.6,19,2,1.6
388,Wan-Bissaka,19,45,1984,2,2,3,6,1.2,115.0,479.8,336.8,0.97,1.58,4.3,2.7,63,1,2.7
511,Álvarez,19,50,1228,0,1,1,0,1.8,41.0,206.2,164.1,0.31,0.70,0.1,1.3,25,3,1.3
512,Antonio,19,53,834,1,4,4,3,0.0,194.0,72.0,139.5,2.20,0.91,0.9,3.0,42,4,3.0
513,Areola,19,42,1089,0,0,1,0,1.2,0.0,301.0,0.0,0.00,0.00,3.7,1.8,24,3,1.8
514,Bowen,19,73,1746,6,6,4,10,2.5,663.0,505.8,548.2,4.96,4.75,2.8,5.0,100,3,5.0
516,Coufal,19,41,729,0,0,1,1,1.2,35.0,151.0,104.5,0.27,0.80,0.4,1.2,18,4,1.2
517,Cresswell,19,39,290,0,0,0,0,1.0,5.0,40.2,78.8,0.11,0.50,1.6,0.9,9,1,0.9
519,Earthy,19,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
520,Emerson,19,44,1630,2,1,4,2,3.5,147.0,341.2,275.9,1.59,1.88,0.6,2.6,57,4,2.6
521,Fabianski,19,41,1070,0,0,2,2,0.8,0.0,362.2,0.3,0.00,0.00,16.3,2.8,36,3,2.8
522,Foderingham,19,43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,3,0.0
523,Ings,19,50,264,1,3,0,4,1.8,157.0,96.8,75.7,2.25,0.06,1.3,2.2,31,4,2.2
524,Kilman,19,43,2088,0,1,3,3,1.2,122.0,519.8,134.6,1.44,0.73,1.1,1.9,46,3,1.9
525,Kudus,19,62,1563,3,1,3,4,2.0,499.0,292.4,333.5,4.78,1.79,2.4,3.1,59,1,3.1
526,L.Guilherme,19,46,48,0,0,0,0,0.5,6.0,14.0,34.6,0.03,0.12,0.0,1.0,6,1,1.0
527,L.Paquetá,19,57,1606,4,1,3,5,2.5,219.0,317.6,391.5,4.79,2.00,1.0,2.9,64,1,2.9
528,Mavropanos,19,43,1402,0,0,2,4,0.0,126.0,343.2,59.8,0.96,0.37,0.1,1.5,30,3,1.5
529,N.Aguerd,19,44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
530,Souček,19,49,1703,5,2,4,8,2.8,373.0,407.6,190.7,3.77,1.16,1.6,3.5,76,1,3.5
531,Ward-Prowse,19,61,412,0,1,1,0,0.0,11.0,65.0,71.5,0.06,0.79,0.5,1.5,15,3,1.5
532,Zouma,19,44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,4,0.0
576,Irving,19,47,160,0,0,0,0,0.8,17.0,37.0,26.1,0.13,0.12,0.0,0.9,8,2,0.9
587,Summerville,19,55,776,1,1,2,2,0.0,186.0,156.4,246.1,1.61,1.71,0.3,1.7,33,4,1.7
588,G.Rodríguez,19,48,1015,0,0,3,0,1.0,23.0,168.6,62.1,0.22,0.12,0.1,1.5,28,1,1.5
589,Füllkrug,19,67,366,2,1,1,1,0.0,113.0,99.0,84.8,1.38,0.29,0.8,2.4,22,2,2.4
591,Todibo,19,42,863,0,0,2,1,0.0,16.0,194.0,25.2,0.10,0.02,0.2,1.6,24,2,1.6
643,Casey,19,40,1,0,0,0,0,0.0,0.0,2.0,0.0,0.00,0.00,0.2,1.0,1,2,1.0
654,C.Soler,19,50,985,1,1,2,2,3.5,123.0,119.0,195.8,1.21,1.21,0.0,1.8,34,4,1.8
677,Scarles,19,40,111,0,0,0,0,1.0,4.0,22.6,3.2,0.00,0.01,0.0,1.0,6,4,1.0
686,Mayers,19,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
701,Orford,19,45,47,0,0,0,0,0.5,6.0,6.4,27.6,0.03,0.04,0.0,1.0,2,4,1.0
750,Potter,19,5,0,0,0,0,0,5.0,0.0,0.0,0.0,0.00,0.00,0.5,0.0,10,2,0.0
204,Johnstone,20,42,630,0,0,0,0,0.0,0.0,193.8,10.0,0.00,0.00,0.3,1.7,12,2,1.7
533,Aït-Nouri,20,47,1956,3,5,3,6,2.8,237.0,486.4,306.4,1.59,1.50,4.9,3.0,68,1,3.0
534,B.Traore,20,48,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
535,Bellegarde,20,49,940,2,2,3,3,3.5,115.0,183.4,177.6,0.82,1.04,0.1,2.2,49,3,2.2
536,Bentley,20,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1.6,0.0,0,4,0.0
537,Chiquinho,20,45,6,0,0,0,0,0.0,2.0,3.0,14.3,0.00,0.05,0.1,1.0,1,2,1.0
538,Chirewa,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
539,Chiwome,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1.6,0.0,0,2,0.0
540,Cundle,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.2,0.0,0,1,0.0
541,Cunha,20,68,1875,11,4,4,27,3.0,625.0,678.6,567.6,5.29,3.95,7.5,5.3,123,3,5.3
542,Dawson,20,43,969,0,1,1,1,0.0,55.0,204.2,31.3,0.50,0.07,0.1,1.1,17,3,1.1
543,Doherty,20,43,1157,2,1,3,2,3.8,119.0,317.8,134.7,1.04,0.68,0.3,2.5,43,2,2.5
544,Doyle,20,48,451,0,1,0,0,0.8,28.0,103.6,99.2,0.48,0.34,0.0,1.2,23,2,1.2
545,Fábio Silva,20,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,2,0.0
546,Fraser,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1.1,0.0,0,3,0.0
547,Gonzalez,20,44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
548,Guedes,20,53,683,2,4,3,2,1.8,152.0,197.8,150.8,2.18,0.54,0.1,2.5,52,3,2.5
549,H.Bueno,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,2,0.0
550,Hee Chan,20,61,609,2,1,0,0,1.5,78.0,109.6,69.7,0.79,0.35,0.3,1.9,33,1,1.9
551,Hodge,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.2,0.0,0,2,0.0
552,Hoever,20,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.1,0.0,0,3,0.0
553,J.Gomes,20,49,1852,2,1,3,7,1.2,124.0,334.8,270.0,1.60,1.96,0.2,2.6,57,4,2.6
554,José Sá,20,43,1530,0,0,4,1,3.0,0.0,372.0,20.0,0.00,0.01,1.8,2.9,49,1,2.9
555,Kalajdžić,20,48,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
556,King,20,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1.3,0.0,0,4,0.0
557,Mario Jr.,20,48,1363,1,3,1,5,0.0,120.0,356.8,166.7,1.30,0.87,0.2,2.8,47,2,2.8
558,Mosquera,20,38,441,0,0,0,0,0.0,21.0,110.2,27.3,0.33,0.03,0.5,0.6,3,2,0.6
559,N.Semedo,20,45,1699,0,3,4,0,2.2,85.0,350.0,240.8,0.58,0.98,0.2,2.2,44,3,2.2
561,Pedro Lima,20,39,58,0,0,0,0,0.0,2.0,16.8,34.2,0.00,0.09,1.4,0.0,0,4,0.0
562,Podence,20,55,46,0,0,0,0,0.0,1.0,3.0,1.1,0.04,0.01,0.0,1.0,2,3,1.0
563,R.Gomes,20,51,560,1,0,1,0,1.2,80.0,131.6,138.3,0.37,0.64,0.1,1.6,28,1,1.6
564,S.Bueno,20,43,1332,0,0,3,0,1.2,80.0,253.2,9.3,0.45,0.08,0.1,1.8,31,3,1.8
565,Sarabia,20,50,423,1,1,1,0,2.5,122.0,99.6,96.4,2.30,0.82,0.1,2.2,21,1,2.2
566,Strand Larsen,20,52,1835,7,2,4,8,1.2,560.0,360.2,195.7,6.14,0.55,1.3,3.7,84,2,3.7
567,Toti,20,43,1353,0,1,4,5,1.8,25.0,298.4,57.6,0.03,0.37,0.2,2.4,41,2,2.4
637,Meupiyou,20,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.2,0.0,0,4,0.0
642,André,20,50,1311,0,0,3,0,2.0,12.0,223.4,125.1,0.07,0.22,0.0,1.7,33,2,1.7
655,Forbs,20,54,235,0,0,0,0,0.0,35.0,25.8,24.1,0.15,0.10,0.0,0.9,8,1,0.9
664,Pond,20,39,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.9,1.0,1,4,1.0
682,Edozie,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
711,Okoduwa,20,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,1,0.0
720,Agbadou,20,40,360,0,0,1,0,2.2,1.0,95.0,3.6,0.02,0.02,0.1,2.2,9,2,2.2
751,Pereira,20,8,0,0,0,0,0,10.0,0.0,0.0,0.0,0.00,0.00,0.2,0.0,20,4,0.0
769,Djiga,20,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,4,0.0
770,Munetsi,20,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0,3,0.0
